type,title,url,local_path,status,size_bytes
category,Downloads,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151489384,,DISCOVERED,
category,Beginner Guide to VFX,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154107971,,DISCOVERED,
category,Artistic Principles of VFX,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580,,DISCOVERED,
category,Free LIVE Events at VFX Apprentice,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500,,DISCOVERED,
category,League of Effects (Fan Art) Breakdowns,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108256,,DISCOVERED,
category,Block-In FX (Unity & UE5 Niagara),https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391608,,DISCOVERED,
category,Community Hangout Sessions,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152898182,,DISCOVERED,
category,Import Your VFX into Fortnite,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2153411281,,DISCOVERED,
category,Intro to Adobe Animate,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627,,DISCOVERED,
category,Intro to Toon Boom Harmony,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646,,DISCOVERED,
category,Photoshop for VFX Artists,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391581,,DISCOVERED,
category,Animating in Photoshop,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2153473616,,DISCOVERED,
category,FX Artist Interviews,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864,,DISCOVERED,
category,After Effects for Games,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391651,,DISCOVERED,
category,Unreal Engine Fundamentals,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391625,,DISCOVERED,
category,Character FX Design,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151489366,,DISCOVERED,
category,Color Theory for VFX,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154066824,,DISCOVERED,
category,VFX Rants and Thoughts With Jason,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152158523,,DISCOVERED,
category,All Access,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151731484,,DISCOVERED,
category,FX Design Principles - Explained,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140,,DISCOVERED,
category,FX Timing Principles - Explained,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627141,,DISCOVERED,
category,Animation & Design - Track Overview,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150659695,,DISCOVERED,
category,Drawing Foundations - Design,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627189,,DISCOVERED,
category,2D Software Introduction - Explained,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2153487511,,DISCOVERED,
category,2D FX Basics - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2153487517,,DISCOVERED,
category,Applied Foundations - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627211,,DISCOVERED,
category,Elemental Foundations - Explained,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627224,,DISCOVERED,
category,What To Learn Next? - Track Overview,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150659706,,DISCOVERED,
category,Intro to FX Concept Painting - Design,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627457,,DISCOVERED,
category,FX Concept Painting Elemental Studies - Design,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627636,,DISCOVERED,
category,Small 2D FX Animation Studies - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627235,,DISCOVERED,
category,Medium 2D FX Animation Elemental Studies - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627657,,DISCOVERED,
category,Level 1 ✅,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627694,,DISCOVERED,
category,Paintover Series - Explained,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854,,DISCOVERED,
category,Animation & Post-Process - Track Overview,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659817,,DISCOVERED,
category,Integrating FX With a Character - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,,DISCOVERED,
category,Post-Process & Motion Graphics Track,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,,DISCOVERED,
category,2D FX Meme Lab - Production Styles,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,,DISCOVERED,
category,Complex 2D FX Composition Studies - Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,,DISCOVERED,
category,Level 2 ✅,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705,,DISCOVERED,
category,Project - Download,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2151531435,,DISCOVERED,
category,Beginner Guide to VFX,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,,DISCOVERED,
category,Block-in VFX - Unity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,,DISCOVERED,
category,Niagara Block-in VFX - Unreal 5,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,,DISCOVERED,
category,Color Theory for VFX,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,,DISCOVERED,
category,Intro to Hand-Painted Textures - Krita,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,,DISCOVERED,
category,Intro to Procedural Textures - Substance Designer,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,,DISCOVERED,
category,Intro to Modeling for VFX - Blender & Maya,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,,DISCOVERED,
category,Intro to Shaders - Unity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,,DISCOVERED,
category,Intro to Materials - Unreal 5,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,,DISCOVERED,
category,Art Foundational Lectures - Explained,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605523,,DISCOVERED,
category,League of Effects (Fan Art) Breakdowns,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198573,,DISCOVERED,
category,Particle Practices - Community Recordings,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2152650100,,DISCOVERED,
category,Elemental Studies - Unity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605572,,DISCOVERED,
category,Elemental Studies - Unreal,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154231245,,DISCOVERED,
category,Level 1 ✅,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605604,,DISCOVERED,
category,Project - Download,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2151459356,,DISCOVERED,
category,Particle Animation - Explained,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2151459443,,DISCOVERED,
category,Unreal & Unity - Track Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2150691176,,DISCOVERED,
category,VFX Case Studies - Unreal & Unity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2150613163,,DISCOVERED,
category,Unity Booms & Blasts - Legacy,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2150613259,,DISCOVERED,
category,Unreal Cascade Booms & Blasts - Legacy,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2150613360,,DISCOVERED,
category,Level 2 ✅,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-2/categories/2150613450,,DISCOVERED,
category,Project - Download,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2151531420,,DISCOVERED,
category,Soft Skills - Explained,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2150661675,,DISCOVERED,
category,"Sidescroller: 2D FX, 3D FX & Implementation - Unreal 4",https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2150661700,,DISCOVERED,
category,Production Level Effects - Breakdown,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2152376030,,DISCOVERED,
category,Production Level Effects - Unreal,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2152945612,,DISCOVERED,
category,Apprenticeship,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2150661743,,DISCOVERED,
category,Apprenticeship ✅,https://www.vfxapprentice.com/products/apprenticeship-level-3/categories/2151090962,,DISCOVERED,
category,Kick-Off and Orientation,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737424,,DISCOVERED,
category,Intro to Animate,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737795,,DISCOVERED,
category,Intro to Harmony,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157738419,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737425,,DISCOVERED,
category,Lectures: FX Timing Principles,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157738451,,DISCOVERED,
category,Practice: Line Wiggle Warmup,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157738444,,DISCOVERED,
category,Practice: 2D FX Playbook,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157738772,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737426,,DISCOVERED,
category,Lectures: FX Design Principles,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739271,,DISCOVERED,
category,Practice: Drawing Foundations,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739359,,DISCOVERED,
category,BONUS Lectures: Drawing Foundations,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739503,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737427,,DISCOVERED,
category,Practice: 2D FX Playbook,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739524,,DISCOVERED,
category,Lectures: Intro to Photoshop,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739557,,DISCOVERED,
category,Practice: Painting Techniques,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739602,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737428,,DISCOVERED,
category,Lectures: Elemental Foundations,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739616,,DISCOVERED,
category,Practice: FX Concept Painting Elemental Studies,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157739652,,DISCOVERED,
post,Lecture: Color Foundations,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737563/posts/2188012482,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737429,,DISCOVERED,
category,Practice: Niagara Block-in VFX - Unreal 5,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157744625,,DISCOVERED,
category,Practice: Block-in VFX - Unity,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157744606,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737430,,DISCOVERED,
category,Practice: Intro to Modeling for VFX - Blender,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157744914,,DISCOVERED,
category,Practice: Intro to Hand-Painted Textures - Krita,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157744917,,DISCOVERED,
category,Practice: Intro to Procedural Textures - Substance Designer,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157744921,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737431,,DISCOVERED,
category,Practice: Intro to Materials - Unreal 5,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157745020,,DISCOVERED,
category,Practice: Intro to Shaders - Unity,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157745014,,DISCOVERED,
category,Assignment & Session Recordings,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157737432,,DISCOVERED,
category,Art Foundational Lectures,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157745083,,DISCOVERED,
category,Practice: Elemental Studies - Unreal,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157745092,,DISCOVERED,
category,Practice: Elemental Studies - Unity,https://www.vfxapprentice.com/products/beginner-bootcamp/categories/2157745087,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2160299012/posts/2198376946,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159219593/posts/2194025583,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2160308178/posts/2198408275,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159932504/posts/2196863699,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2160214336/posts/2197994713,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159212997/posts/2194002394,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2158772168/posts/2192189829,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2158892723/posts/2192668720,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159389664/posts/2194720546,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159389663/posts/2194720543,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2159728446/posts/2196052417,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2158686925/posts/2191853781,,DISCOVERED,
post,Project Download,https://www.vfxapprentice.com/products/vfx-apprentice-asset-library/categories/2158892725/posts/2192668724,,DISCOVERED,
post,Download Files,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151489384/posts/2162283906,,DISCOVERED,
category,Introduction & Game Development,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108283,,DISCOVERED,
category,"Gameplay, Engines, Platforms",https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108285,,DISCOVERED,
category,VFX Terminology & Process,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108286,,DISCOVERED,
category,Next Steps,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108419,,DISCOVERED,
post,Gameplay (Video Games),https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2161912172,,DISCOVERED,
post,Shape,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2161912173,,DISCOVERED,
post,Value,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2161912174,,DISCOVERED,
post,Color,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2161912188,,DISCOVERED,
post,Timing,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2161912190,,DISCOVERED,
post,Composition,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391580/posts/2172568054,,DISCOVERED,
post,Live Portfolio Review April 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2177084454,,DISCOVERED,
post,Live Portfolio Review May 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2177818883,,DISCOVERED,
post,Live Portfolio Review June 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2178726344,,DISCOVERED,
post,Live Portfolio Review July 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2179629551,,DISCOVERED,
post,Live Portfolio Review August 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2180553235,,DISCOVERED,
post,Live Portfolio Review September 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2181515979,,DISCOVERED,
post,Live Portfolio Review October 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2182155847,,DISCOVERED,
post,Live Portfolio Review November 2024,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2183001743,,DISCOVERED,
post,VFX Campfire with Jason & Keith (March 2025),https://www.vfxapprentice.com/products/vfxa-free-training/categories/2155199500/posts/2186349648,,DISCOVERED,
post,Introduction,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108256/posts/2172787572,,DISCOVERED,
post,Breakdown: Super Mega Death Rocket (Fan Art),https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154108256/posts/2172569094,,DISCOVERED,
post,UE Niagara Block-In FX: Fire,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391608/posts/2161912240,,DISCOVERED,
post,Unity Block-In FX: Fire,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391608/posts/2163765806,,DISCOVERED,
post,Nibilli's Follow-Along Magic Orb,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152898182/posts/2167795068,,DISCOVERED,
post,Join the Community,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152898182/posts/2168282048,,DISCOVERED,
post,Import VFX into UEFN,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2153411281/posts/2169830436,,DISCOVERED,
post,Start Animating!,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912297,,DISCOVERED,
post,Software Setup,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912298,,DISCOVERED,
post,The Drawing Tools,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912301,,DISCOVERED,
post,Timeline Controls,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912302,,DISCOVERED,
post,Creating Flipbooks,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912303,,DISCOVERED,
post,How to Use our Flipbook Templates,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912305,,DISCOVERED,
post,BONUS - Cleanup Animation,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391627/posts/2161912309,,DISCOVERED,
post,Begin to Animate!,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646/posts/2161912357,,DISCOVERED,
post,Software Setup,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646/posts/2161912358,,DISCOVERED,
post,Tools and Timeline,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646/posts/2161912359,,DISCOVERED,
post,Note Setup & Compositing,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646/posts/2161912361,,DISCOVERED,
post,Flipbook Creation,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391646/posts/2161912372,,DISCOVERED,
post,Tools,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391581/posts/2161912215,,DISCOVERED,
post,Layers,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391581/posts/2161912216,,DISCOVERED,
post,Adjustments,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391581/posts/2161912218,,DISCOVERED,
post,Pro Tips,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391581/posts/2161912219,,DISCOVERED,
post,Animating in Photoshop,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2153473616/posts/2170066125,,DISCOVERED,
post,Animating 2D FX for TV and Film - FULL INTERVIEW,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2165479384,,DISCOVERED,
post,Working on Fortnite at Epic Games After Just a Few Months,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096499,,DISCOVERED,
post,Driven VFX artist and game developer,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096502,,DISCOVERED,
post,Becoming a 2D FX Artist on Netflix's Arcane,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096504,,DISCOVERED,
post,Breaking into the Game VFX Industry,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096507,,DISCOVERED,
post,The Newest VFX Artist on Overwatch,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096510,,DISCOVERED,
post,The Right VFX Skills to Focus on to Land the Job,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162096516,,DISCOVERED,
post,Early Career Journey in VFX,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151439864/posts/2162227245,,DISCOVERED,
post,In-Game Animated Cursor,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391651/posts/2161912381,,DISCOVERED,
post,Intro to Unreal,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391625/posts/2161912281,,DISCOVERED,
post,Intro to Cascade,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391625/posts/2161912282,,DISCOVERED,
post,Intro to Materials,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391625/posts/2161912284,,DISCOVERED,
post,Intro to Kit Bashing,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151391625/posts/2161912285,,DISCOVERED,
post,How to Draw Stylized Flames,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151489366/posts/2162283838,,DISCOVERED,
post,How to Draw Stylized Water,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151489366/posts/2162676662,,DISCOVERED,
post,Intro & RGB Color Wheel,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2154066824/posts/2172480594,,DISCOVERED,
post,Learn VFX This Year - Learning Challenge,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152158523/posts/2164888548,,DISCOVERED,
post,Should I Go to School for VFX?,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152158523/posts/2165974137,,DISCOVERED,
post,3 Tips to Help You Start Making Beautiful VFX,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2152158523/posts/2165974152,,DISCOVERED,
post,VFX-A All Access,https://www.vfxapprentice.com/products/vfxa-free-training/categories/2151731484/posts/2163204959,,DISCOVERED,
post,Introduction - Dan Elder,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140/posts/2158959455,,DISCOVERED,
post,Intention,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140/posts/2158959457,,DISCOVERED,
post,Physical Properties,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140/posts/2158959458,,DISCOVERED,
post,Composition (Staging),https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140/posts/2158959461,,DISCOVERED,
post,Solid Drawing,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627140/posts/2158959462,,DISCOVERED,
post,Number of Frames,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627141/posts/2158959480,,DISCOVERED,
post,Straight-Ahead & Key Framing,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627141/posts/2158959481,,DISCOVERED,
post,Ease In & Ease Out,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627141/posts/2158959484,,DISCOVERED,
post,Anticipation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627141/posts/2158959485,,DISCOVERED,
